Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
1,5.86589393029397,3,1,27.234414924687,74.385209137915,1
3,8.62580307972737,3,1,29.0731571876005,71.0930029645178,1
2,6.96277357818634,2,3,24.4834765817465,65.3121113578248,1
1,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
1,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
2,4.96732772352403,2,1,16.4113749480086,35.5598741153076,1
1,9.57818591405544,2,2,27.8483855641263,54.631255214543,1
1,8.8487222773865,1,2,15.5302262108324,30.567682238371,1
2,9.35535399093987,3,2,27.8657643688471,62.4605151058032,1
1,6.50446601889267,3,2,28.6601354683271,74.5571556849036,1
3,7.1127437304602,1,1,20.637095495468,56.1548922085074,1
3,6.98349103535431,2,3,31.069618607697,75.0579005245494,1
3,5.80526985890062,2,1,20.6406914514261,32.2723190170729,1
3,5.70904296626481,3,3,18.5487908755945,44.0481594796115,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
2,5.11911106239913,3,2,21.3862727518083,60.6707597967895,1
2,8,3,2,25,60,1
3,6.812,2,2,26.5,65.2,1
3,6.134,3,3,27.4,70.3,1
1,8.442,1,3,19.3,54.1,1
1,4.546,3,1,29.1,71.2,1
2,4.753,3,1,18.7,47.4,1
2,7.245,3,3,30.4,63.4,1
1,4.918,1,1,24.3,54.9,1
3,6.217,3,2,28.9,56.7,1
1,6.762,3,2,22.9,46.5,1
3,7.856,2,3,26.2,48.1,1
2,9.104,1,1,28.2,62.1,1
1,8.019,2,2,27.3,55.3,1
3,8.991,1,2,27.9,57.2,1
1,9.043,2,2,26.4,70.1,1
2,5.124,3,2,27.1,62.3,1
1,7.289,1,1,28.6,60.9,1
3,8.846,2,2,27.7,56.8,1
1,6.127,1,2,22.1,55.7,1
0,4.44426791040454,3,2,25.9845332941224,69.5789521862924,1
0,9.17862055525356,2,2,20.5986779389189,54.7210152351291,1
0,5.229,1,2,24.7,52.1,1
0,7.945,2,1,27,57.6,1
0,5.667,2,2,30.3,73.6,1
0,8.37763707002838,1,1,19.9546197900231,35.8533508213803,1
0,4.38135010171614,3,2,26.087081050228,52.0765250686689,1
1,8.892768570729,1,3,23.1790588882854,44.6605385849032,0
1,8.2411440630857,1,3,18.4658864014169,46.4332272684958,0
2,8.37404300824592,1,2,18.1287408534217,63.6259228038519,0
2,8.62762208011567,1,3,20.0048579632919,67.618726471884,0
3,6.15079437126564,3,2,29.2919184540012,69.4809071397277,0
1,5.9853881491159,1,1,29.7579383339154,57.4764441161868,0
3,9.32327645545796,2,3,30.1569222092874,68.0755315858736,0
2,7.13639697629196,3,3,16.95668321302,34.067439032095,0
3,7.81846246758268,1,2,22.9700946879475,70.6399783628751,0
1,5.88613588645796,3,2,27.3170019610443,77.3624288691929,0
1,8.53330683125829,2,1,25.0627251716018,68.8573457963718,0
2,4.46187945897276,1,1,28.1738726323789,51.2111004623488,0
3,8.84464093098438,2,1,25.9123357863187,59.168438254858,0
3,9.37654779954096,2,3,33.8292961755305,78.1086274237271,0
3,6.56264673175754,3,1,18.9158226957859,41.1797919259726,0
1,7.06448381546539,2,3,16.8888592151186,32.1579955975288,0
3,9.65745822347511,3,2,15.4654387147165,57.692714220066,0
3,9.83069249632576,2,2,27.5788569355977,52.7270532383887,0
3,7.01607413937317,1,2,34.8101028400135,52.7828376392856,0
3,8.03281328443527,3,2,30.0908574816936,79.3105372239801,0
3,8.36929809167116,3,1,25.1050474489571,45.4763808143164,0
1,4.24465084932858,3,1,34.0012393410161,50.9121518145309,0
2,7.54535765912945,3,2,34.0121429387511,76.6364241677007,0
2,8.06538617105369,3,1,26.4687577624657,73.3031944750204,0
1,4.789,1,1,31.6,68.9,0
3,5.932,2,1,17.8,46.2,0
2,6.356,3,3,30.8,63.7,0
3,9.128,2,2,15.7,40.6,0
1,5.689,2,1,20.8,57.5,0
1,9.121,1,3,26.1,61.9,0
1,4.372,2,2,27.2,55.2,0
3,9.872,1,1,17.1,49.7,0
2,4.649,2,3,28.5,55.1,0
3,7.428,3,3,26.9,68.2,0
1,7.134,1,3,31,52.6,0
3,8.317,2,3,27.5,60.3,0
2,4.813,1,1,30,71.8,0
3,6.698,3,3,21.5,69.6,0
2,5.163,3,3,31.5,50.8,0
1,4.776,2,3,24.8,70.7,0
2,5.451,3,3,31.3,46.1,0
1,6.348,2,3,22.6,63.1,0
3,7.392,1,3,31.1,68.6,0
3,7.528,2,3,22,70.4,0
3,9.263,2,3,22.4,69.2,0
2,6.817,3,3,26.3,61.1,0
1,8.012,1,3,20.9,55.8,0
3,9.034,2,3,31.7,61,0
3,6.732,2,3,21.7,56.9,0
1,7.21464810444855,2,3,22.7840335746833,75.5463592246921,0
1,8.902,3,1,15.2,43.7,0
1,5.789,3,3,20.2,55,0
1,6.658,1,3,27.8,54.6,0
1,8.721,3,3,24.1,55.6,0
1,6.832,3,3,31.7,47.8,0
1,5.334,3,2,17.6,57.7,0
1,7.65738600387938,2,2,31.1366947853453,74.5131891945458,0
