Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
2,4.38135010171614,3,2,26.087081050228,52.0765250686689,1
3,5.95109993216048,2,3,23.3920012485558,47.5457506276039,1
3,4.71756547562981,1,1,17.3214528101383,35.0561338061395,1
3,8.62580307972737,3,1,29.0731571876005,71.0930029645178,1
1,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
1,4.18857511412041,1,2,23.6770329847595,48.5321073533445,1
2,4.96732772352403,2,1,16.4113749480086,35.5598741153076,1
1,8.8487222773865,1,2,15.5302262108324,30.567682238371,1
2,7.80042253906254,2,1,26.7155116254693,53.4330320997063,1
2,5.90802084983118,2,3,22.7220527560155,48.7435289761852,1
1,9.16438349953806,3,3,17.0155600275485,30.6077237344908,1
1,6.50446601889267,3,2,28.6601354683271,74.5571556849036,1
3,6.98349103535431,2,3,31.069618607697,75.0579005245494,1
3,5.80526985890062,2,1,20.6406914514261,32.2723190170729,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
2,8,3,2,25,60,1
1,5.229,1,2,24.7,52.1,1
3,6.134,3,3,27.4,70.3,1
1,8.442,1,3,19.3,54.1,1
1,7.456,1,3,24.6,55.9,1
2,4.753,3,1,18.7,47.4,1
2,7.245,3,3,30.4,63.4,1
3,6.217,3,2,28.9,56.7,1
1,6.762,3,2,22.9,46.5,1
2,9.104,1,1,28.2,62.1,1
1,8.019,2,2,27.3,55.3,1
2,4.917,3,1,28.7,54.5,1
1,9.043,2,2,26.4,70.1,1
3,6.341,2,2,30.9,69.1,1
2,7.491,3,1,28.4,54.3,1
3,8.846,2,2,27.7,56.8,1
1,6.127,1,2,22.1,55.7,1
0,5.124,3,2,27.1,62.3,1
0,6,1,3,22,55,1
0,9.57818591405544,2,2,27.8483855641263,54.631255214543,1
0,4.546,3,1,29.1,71.2,1
0,6.18177761427576,1,1,28.934743307283,64.7874344492309,1
0,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
0,5.43737134400183,2,2,21.8160708050604,53.1849202469991,1
0,8.37763707002838,1,1,19.9546197900231,35.8533508213803,1
0,7.79383498356148,2,2,21.4009920206122,64.236558627694,1
0,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
0,7.019,3,2,22.5,55.4,1
0,5.667,2,2,30.3,73.6,1
1,5.19229408920503,1,1,31.7196024102441,61.59186060849,0
1,8.2411440630857,1,3,18.4658864014169,46.4332272684958,0
2,8.37404300824592,1,2,18.1287408534217,63.6259228038519,0
3,6.15079437126564,3,2,29.2919184540012,69.4809071397277,0
2,6.5652461101513,2,1,24.8323175023366,34.2418857042596,0
3,7.05142414698822,3,3,27.7018730173529,79.3000531911435,0
1,8.53330683125829,2,1,25.0627251716018,68.8573457963718,0
2,5.36761097525165,1,1,33.1070128391213,73.429956409473,0
3,9.83069249632576,2,2,27.5788569355977,52.7270532383887,0
1,5.51069377495218,2,1,29.7014208760777,59.215715596155,0
2,5.452331629069,3,3,30.0174213558299,78.7197403833083,0
3,8.36929809167116,3,1,25.1050474489571,45.4763808143164,0
2,7.21464810444855,2,3,22.7840335746833,75.5463592246921,0
2,9.01181497353543,2,3,33.1076395283853,77.4899956645962,0
2,7.54535765912945,3,2,34.0121429387511,76.6364241677007,0
2,8.06538617105369,3,1,26.4687577624657,73.3031944750204,0
1,7,3,2,30,50,0
2,8.318,2,3,20.1,62.5,0
1,4.789,1,1,31.6,68.9,0
3,5.932,2,1,17.8,46.2,0
2,6.356,3,3,30.8,63.7,0
2,8.902,3,1,15.2,43.7,0
1,9.121,1,3,26.1,61.9,0
3,7.318,2,3,22.3,68.5,0
2,8.556,1,1,19.6,60.7,0
1,4.372,2,2,27.2,55.2,0
3,9.872,1,1,17.1,49.7,0
2,4.649,2,3,28.5,55.1,0
1,6.832,3,3,31.7,47.8,0
3,8.317,2,3,27.5,60.3,0
2,5.163,3,3,31.5,50.8,0
1,4.776,2,3,24.8,70.7,0
3,6.658,1,3,27.8,54.6,0
2,5.451,3,3,31.3,46.1,0
1,6.348,2,3,22.6,63.1,0
1,8.263,1,3,30.6,47.5,0
2,8.721,3,3,24.1,55.6,0
2,6.817,3,3,26.3,61.1,0
1,8.012,1,3,20.9,55.8,0
3,6.456,2,3,24.9,70.8,0
2,5.652,3,3,28,70.2,0
1,4.934,1,3,24.5,61.7,0
1,6.698,3,3,21.5,69.6,0
1,9.32327645545796,2,3,30.1569222092874,68.0755315858736,0
1,9.128,2,2,15.7,40.6,0
1,6.917,3,2,18.9,67.1,0
1,7.81846246758268,1,2,22.9700946879475,70.6399783628751,0
1,8.03281328443527,3,2,30.0908574816936,79.3105372239801,0
1,9.034,2,3,31.7,61,0
1,7.528,2,3,22,70.4,0
1,7.134,1,3,31,52.6,0
1,8.62762208011567,1,3,20.0048579632919,67.618726471884,0
1,4.813,1,1,30,71.8,0
1,5.88613588645796,3,2,27.3170019610443,77.3624288691929,0
1,7.2360534514939,2,1,24.1650578098303,67.3022439632712,0
