Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
2,4.03313270274161,2,2,28.919484121874,52.422276098916,1
3,5.95109993216048,2,3,23.3920012485558,47.5457506276039,1
2,8.37763707002838,1,1,19.9546197900231,35.8533508213803,1
3,4.71756547562981,1,1,17.3214528101383,35.0561338061395,1
3,8.62580307972737,3,1,29.0731571876005,71.0930029645178,1
2,6.96277357818634,2,3,24.4834765817465,65.3121113578248,1
1,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
1,4.18857511412041,1,2,23.6770329847595,48.5321073533445,1
1,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
2,4.96732772352403,2,1,16.4113749480086,35.5598741153076,1
1,8.8487222773865,1,2,15.5302262108324,30.567682238371,1
1,8.82203246139469,1,2,26.5094835575176,35.9408958134036,1
2,9.35535399093987,3,2,27.8657643688471,62.4605151058032,1
1,6.50446601889267,3,2,28.6601354683271,74.5571556849036,1
2,9.77468376965267,2,1,32.5494402705411,61.3779040042032,1
1,4.30887250749994,1,2,23.2523535382285,61.0066298900768,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
1,4.54173862032645,3,1,15.216753029606,71.1268621461585,1
2,5.11911106239913,3,2,21.3862727518083,60.6707597967895,1
1,6,1,3,22,55,1
1,5.229,1,2,24.7,52.1,1
2,7.019,3,2,22.5,55.4,1
1,4.546,3,1,29.1,71.2,1
2,4.118,1,3,31.2,50.4,1
1,7.456,1,3,24.6,55.9,1
3,5.667,2,2,30.3,73.6,1
2,4.753,3,1,18.7,47.4,1
3,6.127,3,3,25.7,70.9,1
1,5.477,3,2,22.8,71.5,1
1,4.918,1,1,24.3,54.9,1
2,5.489,3,1,18.1,69.4,1
3,7.856,2,3,26.2,48.1,1
1,8.019,2,2,27.3,55.3,1
2,8.239,3,2,30.7,68.3,1
1,9.043,2,2,26.4,70.1,1
2,5.124,3,2,27.1,62.3,1
1,4.932,1,1,31.4,54,1
3,7.945,2,1,27,57.6,1
3,8.846,2,2,27.7,56.8,1
2,7.321,3,1,20.3,47.3,1
1,6.127,1,2,22.1,55.7,1
3,7.528,2,1,30.5,60.1,1
2,8.273,3,2,27.9,69.5,1
0,5.86589393029397,3,1,27.234414924687,74.385209137915,1
0,4.568,1,2,30.1,48,1
0,5.73850871748261,3,3,18.2586885416286,75.3177192547368,1
0,5.80526985890062,2,1,20.6406914514261,32.2723190170729,1
1,5.19229408920503,1,1,31.7196024102441,61.59186060849,0
1,8.892768570729,1,3,23.1790588882854,44.6605385849032,0
1,8.2411440630857,1,3,18.4658864014169,46.4332272684958,0
2,8.62762208011567,1,3,20.0048579632919,67.618726471884,0
3,7.82534482813128,1,1,22.1194535730252,37.1495841026418,0
2,8.27946872333797,1,3,15.9200528404351,34.2053403057499,0
2,7.13639697629196,3,3,16.95668321302,34.067439032095,0
2,6.5652461101513,2,1,24.8323175023366,34.2418857042596,0
3,7.05142414698822,3,3,27.7018730173529,79.3000531911435,0
1,8.53330683125829,2,1,25.0627251716018,68.8573457963718,0
2,4.46187945897276,1,1,28.1738726323789,51.2111004623488,0
3,8.84464093098438,2,1,25.9123357863187,59.168438254858,0
2,5.36761097525165,1,1,33.1070128391213,73.429956409473,0
1,7.06448381546539,2,3,16.8888592151186,32.1579955975288,0
3,9.83069249632576,2,2,27.5788569355977,52.7270532383887,0
1,5.51069377495218,2,1,29.7014208760777,59.215715596155,0
3,7.65738600387938,2,2,31.1366947853453,74.5131891945458,0
3,8.03281328443527,3,2,30.0908574816936,79.3105372239801,0
3,8.36929809167116,3,1,25.1050474489571,45.4763808143164,0
2,9.01181497353543,2,3,33.1076395283853,77.4899956645962,0
2,7.54535765912945,3,2,34.0121429387511,76.6364241677007,0
2,8.06538617105369,3,1,26.4687577624657,73.3031944750204,0
1,7,3,2,30,50,0
2,7.445,3,1,18.3,48.7,0
2,8.318,2,3,20.1,62.5,0
1,4.789,1,1,31.6,68.9,0
3,9.128,2,2,15.7,40.6,0
2,7.627,1,2,23.9,69.8,0
1,5.689,2,1,20.8,57.5,0
3,6.917,3,2,18.9,67.1,0
2,8.902,3,1,15.2,43.7,0
1,9.121,1,3,26.1,61.9,0
1,4.372,2,2,27.2,55.2,0
2,4.649,2,3,28.5,55.1,0
3,7.428,3,3,26.9,68.2,0
2,8.745,2,3,20.6,70.5,0
1,7.134,1,3,31,52.6,0
3,8.317,2,3,27.5,60.3,0
2,5.163,3,3,31.5,50.8,0
1,4.776,2,3,24.8,70.7,0
3,6.658,1,3,27.8,54.6,0
1,6.348,2,3,22.6,63.1,0
2,5.789,3,3,20.2,55,0
3,7.528,2,3,22,70.4,0
2,8.721,3,3,24.1,55.6,0
1,5.813,1,3,26,60.2,0
2,6.817,3,3,26.3,61.1,0
1,8.012,1,3,20.9,55.8,0
3,6.456,2,3,24.9,70.8,0
3,9.034,2,3,31.7,61,0
1,4.934,1,3,24.5,61.7,0
1,5.452331629069,3,3,30.0174213558299,78.7197403833083,0
1,7.2360534514939,2,1,24.1650578098303,67.3022439632712,0
1,6.93671656166538,1,3,32.1682550368602,59.1828055925436,0
1,9.32327645545796,2,3,30.1569222092874,68.0755315858736,0
1,8.556,1,1,19.6,60.7,0
