Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
2,4.03313270274161,2,2,28.919484121874,52.422276098916,1
2,4.38135010171614,3,2,26.087081050228,52.0765250686689,1
1,5.86589393029397,3,1,27.234414924687,74.385209137915,1
2,8.37763707002838,1,1,19.9546197900231,35.8533508213803,1
3,6.8332895509717,2,1,15.2878697725951,60.9109031658131,1
1,4.18857511412041,1,2,23.6770329847595,48.5321073533445,1
2,4.96732772352403,2,1,16.4113749480086,35.5598741153076,1
1,9.57818591405544,2,2,27.8483855641263,54.631255214543,1
1,8.8487222773865,1,2,15.5302262108324,30.567682238371,1
3,5.11942035331622,3,2,22.7633985241304,35.8763123388552,1
2,9.35535399093987,3,2,27.8657643688471,62.4605151058032,1
2,5.90802084983118,2,3,22.7220527560155,48.7435289761852,1
1,6.50446601889267,3,2,28.6601354683271,74.5571556849036,1
3,7.1127437304602,1,1,20.637095495468,56.1548922085074,1
3,8.21811375337107,2,1,17.3632965524331,61.4699319067631,1
3,6.18177761427576,1,1,28.934743307283,64.7874344492309,1
2,9.77468376965267,2,1,32.5494402705411,61.3779040042032,1
3,5.80526985890062,2,1,20.6406914514261,32.2723190170729,1
3,5.70904296626481,3,3,18.5487908755945,44.0481594796115,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
2,7.79383498356148,2,2,21.4009920206122,64.236558627694,1
2,8,3,2,25,60,1
1,6,1,3,22,55,1
1,5.229,1,2,24.7,52.1,1
2,7.019,3,2,22.5,55.4,1
1,8.442,1,3,19.3,54.1,1
1,4.546,3,1,29.1,71.2,1
1,7.456,1,3,24.6,55.9,1
2,4.753,3,1,18.7,47.4,1
1,5.589,3,2,31.9,52.3,1
3,6.127,3,3,25.7,70.9,1
1,4.918,1,1,24.3,54.9,1
3,7.856,2,3,26.2,48.1,1
1,8.019,2,2,27.3,55.3,1
3,7.512,1,1,19,61.2,1
1,9.043,2,2,26.4,70.1,1
2,5.124,3,2,27.1,62.3,1
1,4.932,1,1,31.4,54,1
3,6.341,2,2,30.9,69.1,1
2,7.491,3,1,28.4,54.3,1
2,5.233,3,2,31.8,47.9,1
1,6.127,1,2,22.1,55.7,1
2,8.273,3,2,27.9,69.5,1
2,7.13639697629196,3,3,16.95668321302,34.067439032095,1
2,6.5652461101513,2,1,24.8323175023366,34.2418857042596,1
1,5.334,3,2,17.6,57.7,1
2,8.27946872333797,1,3,15.9200528404351,34.2053403057499,1
2,7.21464810444855,2,3,22.7840335746833,75.5463592246921,1
1,4.372,2,2,27.2,55.2,1
2,7.627,1,2,23.9,69.8,1
2,8.62762208011567,1,3,20.0048579632919,67.618726471884,1
3,9.83069249632576,2,2,27.5788569355977,52.7270532383887,1
1,7,3,2,30,50,1
2,7.54535765912945,3,2,34.0121429387511,76.6364241677007,1
3,5.93921759212453,1,1,31.2893696517787,78.4651267809549,1
1,9.121,1,3,26.1,61.9,1
3,6.56264673175754,3,1,18.9158226957859,41.1797919259726,1
3,6.456,2,3,24.9,70.8,1
1,5.689,2,1,20.8,57.5,1
2,8.37404300824592,1,2,18.1287408534217,63.6259228038519,1
3,8.443,3,3,27.6,49.3,0
1,5.37278899294973,3,3,32.1297968237664,57.9202124867902,0
3,8.846,2,2,27.7,56.8,0
1,8.56971769197231,1,1,17.0624773767187,64.9080857009873,0
2,8.239,3,2,30.7,68.3,0
3,7.945,2,1,27,57.6,0
2,7.80042253906254,2,1,26.7155116254693,53.4330320997063,0
3,8.991,1,2,27.9,57.2,0
2,7.321,3,1,20.3,47.3,0
1,5.477,3,2,22.8,71.5,0
3,5.667,2,2,30.3,73.6,0
2,5.612,2,2,19.2,61.6,0
1,7.289,1,1,28.6,60.9,0
3,8.512,1,1,21.4,69.3,0
2,7.245,3,3,30.4,63.4,0
1,5.19229408920503,1,1,31.7196024102441,61.59186060849,0
1,8.892768570729,1,3,23.1790588882854,44.6605385849032,0
1,8.2411440630857,1,3,18.4658864014169,46.4332272684958,0
3,9.32327645545796,2,3,30.1569222092874,68.0755315858736,0
1,5.88613588645796,3,2,27.3170019610443,77.3624288691929,0
3,7.05142414698822,3,3,27.7018730173529,79.3000531911435,0
1,8.53330683125829,2,1,25.0627251716018,68.8573457963718,0
2,4.46187945897276,1,1,28.1738726323789,51.2111004623488,0
3,8.84464093098438,2,1,25.9123357863187,59.168438254858,0
3,9.37654779954096,2,3,33.8292961755305,78.1086274237271,0
1,7.06448381546539,2,3,16.8888592151186,32.1579955975288,0
3,9.65745822347511,3,2,15.4654387147165,57.692714220066,0
3,7.65738600387938,2,2,31.1366947853453,74.5131891945458,0
3,6.93671656166538,1,3,32.1682550368602,59.1828055925436,0
3,8.36929809167116,3,1,25.1050474489571,45.4763808143164,0
