Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
1,4.44426791040454,3,2,25.9845332941224,69.5789521862924,1
1,4.69521435715078,1,3,28.2039475343546,34.5603051524345,1
1,9.17862055525356,2,2,20.5986779389189,54.7210152351291,1
3,6.8332895509717,2,1,15.2878697725951,60.9109031658131,1
3,4.71756547562981,1,1,17.3214528101383,35.0561338061395,1
2,8.56471029170138,2,1,15.8145760463794,65.048456572956,1
1,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
1,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
1,5.37278899294973,3,3,32.1297968237664,57.9202124867902,1
2,4.96732772352403,2,1,16.4113749480086,35.5598741153076,1
2,7.80042253906254,2,1,26.7155116254693,53.4330320997063,1
2,9.35535399093987,3,2,27.8657643688471,62.4605151058032,1
2,5.90802084983118,2,3,22.7220527560155,48.7435289761852,1
1,9.16438349953806,3,3,17.0155600275485,30.6077237344908,1
3,5.33264686282438,1,1,16.4237729692046,56.385055454315,1
3,7.1127437304602,1,1,20.637095495468,56.1548922085074,1
2,9.77468376965267,2,1,32.5494402705411,61.3779040042032,1
3,6.98349103535431,2,3,31.069618607697,75.0579005245494,1
3,5.80526985890062,2,1,20.6406914514261,32.2723190170729,1
3,5.70904296626481,3,3,18.5487908755945,44.0481594796115,1
1,4.30887250749994,1,2,23.2523535382285,61.0066298900768,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
3,9.44959531579992,3,1,30.5282592148399,39.4060579861881,1
2,9.9139027246636,3,3,23.5798805475004,33.8867318482492,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
3,6.812,2,2,26.5,65.2,1
1,5.229,1,2,24.7,52.1,1
1,8.442,1,3,19.3,54.1,1
1,4.546,3,1,29.1,71.2,1
3,8.443,3,3,27.6,49.3,1
2,4.118,1,3,31.2,50.4,1
1,7.456,1,3,24.6,55.9,1
2,4.753,3,1,18.7,47.4,1
3,6.127,3,3,25.7,70.9,1
1,5.477,3,2,22.8,71.5,1
2,5.612,2,2,19.2,61.6,1
1,4.918,1,1,24.3,54.9,1
3,6.217,3,2,28.9,56.7,1
1,6.762,3,2,22.9,46.5,1
3,7.856,2,3,26.2,48.1,1
2,9.104,1,1,28.2,62.1,1
1,8.019,2,2,27.3,55.3,1
2,4.917,3,1,28.7,54.5,1
1,9.043,2,2,26.4,70.1,1
3,6.917,2,1,18.6,61.4,1
3,7.945,2,1,27,57.6,1
2,5.233,3,2,31.8,47.9,1
1,7.289,1,1,28.6,60.9,1
3,8.846,2,2,27.7,56.8,1
