Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
2,4.03313270274161,2,2,28.919484121874,52.422276098916,1
1,4.44426791040454,3,2,25.9845332941224,69.5789521862924,1
1,5.86589393029397,3,1,27.234414924687,74.385209137915,1
2,8.37763707002838,1,1,19.9546197900231,35.8533508213803,1
2,8.56471029170138,2,1,15.8145760463794,65.048456572956,1
1,4.18857511412041,1,2,23.6770329847595,48.5321073533445,1
1,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
2,7.80042253906254,2,1,26.7155116254693,53.4330320997063,1
1,8.82203246139469,1,2,26.5094835575176,35.9408958134036,1
2,9.35535399093987,3,2,27.8657643688471,62.4605151058032,1
2,5.90802084983118,2,3,22.7220527560155,48.7435289761852,1
1,6.50446601889267,3,2,28.6601354683271,74.5571556849036,1
3,5.33264686282438,1,1,16.4237729692046,56.385055454315,1
3,7.1127437304602,1,1,20.637095495468,56.1548922085074,1
3,8.21811375337107,2,1,17.3632965524331,61.4699319067631,1
2,9.77468376965267,2,1,32.5494402705411,61.3779040042032,1
3,5.80526985890062,2,1,20.6406914514261,32.2723190170729,1
3,5.70904296626481,3,3,18.5487908755945,44.0481594796115,1
1,4.30887250749994,1,2,23.2523535382285,61.0066298900768,1
1,5.43737134400183,2,2,21.8160708050604,53.1849202469991,1
1,8.56971769197231,1,1,17.0624773767187,64.9080857009873,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
2,7.79383498356148,2,2,21.4009920206122,64.236558627694,1
1,4.54173862032645,3,1,15.216753029606,71.1268621461585,1
2,5.11911106239913,3,2,21.3862727518083,60.6707597967895,1
2,8,3,2,25,60,1
3,6.812,2,2,26.5,65.2,1
1,5.229,1,2,24.7,52.1,1
3,6.134,3,3,27.4,70.3,1
2,7.019,3,2,22.5,55.4,1
1,4.546,3,1,29.1,71.2,1
3,8.443,3,3,27.6,49.3,1
2,4.118,1,3,31.2,50.4,1
3,5.667,2,2,30.3,73.6,1
3,8.512,1,1,21.4,69.3,1
1,4.918,1,1,24.3,54.9,1
2,5.489,3,1,18.1,69.4,1
2,9.104,1,1,28.2,62.1,1
1,8.019,2,2,27.3,55.3,1
3,7.512,1,1,19,61.2,1
1,7.093,2,1,20.4,70,1
3,8.991,1,2,27.9,57.2,1
2,4.917,3,1,28.7,54.5,1
1,9.043,2,2,26.4,70.1,1
3,6.917,2,1,18.6,61.4,1
2,5.124,3,2,27.1,62.3,1
1,4.932,1,1,31.4,54,1
3,6.341,2,2,30.9,69.1,1
2,7.491,3,1,28.4,54.3,1
1,4.568,1,2,30.1,48,1
2,5.233,3,2,31.8,47.9,1
1,7.289,1,1,28.6,60.9,1
3,8.846,2,2,27.7,56.8,1
1,6.127,1,2,22.1,55.7,1
3,7.528,2,1,30.5,60.1,1
2,8.273,3,2,27.9,69.5,1
1,8.90808859553496,3,3,16.3872260175033,78.1611269720306,1
1,5.51069377495218,2,1,29.7014208760777,59.215715596155,1
3,8.36929809167116,3,1,25.1050474489571,45.4763808143164,1
3,6.698,3,3,21.5,69.6,1
2,8.721,3,3,24.1,55.6,1
1,5.689,2,1,20.8,57.5,1
1,5.334,3,2,17.6,57.7,1
3,7.528,2,3,22,70.4,1
3,7.945,2,1,27,57.6,0
1,9.57818591405544,2,2,27.8483855641263,54.631255214543,0
2,8.239,3,2,30.7,68.3,0
3,5.11942035331622,3,2,22.7633985241304,35.8763123388552,0
2,4.38135010171614,3,2,26.087081050228,52.0765250686689,0
