Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
2,4.03313270274161,2,2,28.919484121874,52.422276098916,1
1,9.17862055525356,2,2,20.5986779389189,54.7210152351291,1
2,4.38135010171614,3,2,26.087081050228,52.0765250686689,1
3,4.71756547562981,1,1,17.3214528101383,35.0561338061395,1
3,8.62580307972737,3,1,29.0731571876005,71.0930029645178,1
2,6.96277357818634,2,3,24.4834765817465,65.3121113578248,1
2,4.96732772352403,2,1,16.4113749480086,35.5598741153076,1
1,8.8487222773865,1,2,15.5302262108324,30.567682238371,1
2,7.80042253906254,2,1,26.7155116254693,53.4330320997063,1
2,9.35535399093987,3,2,27.8657643688471,62.4605151058032,1
1,6.50446601889267,3,2,28.6601354683271,74.5571556849036,1
3,7.1127437304602,1,1,20.637095495468,56.1548922085074,1
3,6.18177761427576,1,1,28.934743307283,64.7874344492309,1
3,6.98349103535431,2,3,31.069618607697,75.0579005245494,1
3,5.70904296626481,3,3,18.5487908755945,44.0481594796115,1
3,4.2213216841272,1,2,30.0122950328172,77.5205742038279,1
1,4.30887250749994,1,2,23.2523535382285,61.0066298900768,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
1,5.43737134400183,2,2,21.8160708050604,53.1849202469991,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
2,5.11911106239913,3,2,21.3862727518083,60.6707597967895,1
2,8,3,2,25,60,1
3,6.812,2,2,26.5,65.2,1
1,5.229,1,2,24.7,52.1,1
3,6.134,3,3,27.4,70.3,1
1,4.546,3,1,29.1,71.2,1
3,5.667,2,2,30.3,73.6,1
2,7.245,3,3,30.4,63.4,1
1,4.918,1,1,24.3,54.9,1
1,6.762,3,2,22.9,46.5,1
1,9.043,2,2,26.4,70.1,1
3,7.945,2,1,27,57.6,1
3,8.846,2,2,27.7,56.8,1
1,6.127,1,2,22.1,55.7,1
3,5.932,2,1,17.8,46.2,1
2,5.652,3,3,28,70.2,1
3,8.317,2,3,27.5,60.3,1
3,9.37654779954096,2,3,33.8292961755305,78.1086274237271,1
3,9.83069249632576,2,2,27.5788569355977,52.7270532383887,1
3,7.65738600387938,2,2,31.1366947853453,74.5131891945458,1
2,4.753,3,1,18.7,47.4,0
3,6.46229753821378,1,2,27.5171983142847,34.1750358349334,0
1,8.82203246139469,1,2,26.5094835575176,35.9408958134036,0
1,4.568,1,2,30.1,48,0
2,9.104,1,1,28.2,62.1,0
1,5.19229408920503,1,1,31.7196024102441,61.59186060849,0
1,8.2411440630857,1,3,18.4658864014169,46.4332272684958,0
2,8.37404300824592,1,2,18.1287408534217,63.6259228038519,0
1,5.9853881491159,1,1,29.7579383339154,57.4764441161868,0
3,7.82534482813128,1,1,22.1194535730252,37.1495841026418,0
2,8.27946872333797,1,3,15.9200528404351,34.2053403057499,0
2,6.5652461101513,2,1,24.8323175023366,34.2418857042596,0
1,4.15251476046457,3,1,24.4694354156113,79.3319789250588,0
3,7.81846246758268,1,2,22.9700946879475,70.6399783628751,0
1,5.88613588645796,3,2,27.3170019610443,77.3624288691929,0
1,8.53330683125829,2,1,25.0627251716018,68.8573457963718,0
2,4.46187945897276,1,1,28.1738726323789,51.2111004623488,0
3,7.2360534514939,2,1,24.1650578098303,67.3022439632712,0
3,8.84464093098438,2,1,25.9123357863187,59.168438254858,0
3,6.56264673175754,3,1,18.9158226957859,41.1797919259726,0
1,7.06448381546539,2,3,16.8888592151186,32.1579955975288,0
3,9.65745822347511,3,2,15.4654387147165,57.692714220066,0
3,5.93921759212453,1,1,31.2893696517787,78.4651267809549,0
1,5.51069377495218,2,1,29.7014208760777,59.215715596155,0
3,7.01607413937317,1,2,34.8101028400135,52.7828376392856,0
3,6.93671656166538,1,3,32.1682550368602,59.1828055925436,0
3,8.03281328443527,3,2,30.0908574816936,79.3105372239801,0
3,8.36929809167116,3,1,25.1050474489571,45.4763808143164,0
2,7.21464810444855,2,3,22.7840335746833,75.5463592246921,0
2,9.01181497353543,2,3,33.1076395283853,77.4899956645962,0
1,4.24465084932858,3,1,34.0012393410161,50.9121518145309,0
1,7,3,2,30,50,0
2,7.445,3,1,18.3,48.7,0
2,8.318,2,3,20.1,62.5,0
1,4.789,1,1,31.6,68.9,0
2,7.627,1,2,23.9,69.8,0
1,5.689,2,1,20.8,57.5,0
3,6.917,3,2,18.9,67.1,0
2,8.902,3,1,15.2,43.7,0
1,9.121,1,3,26.1,61.9,0
3,7.318,2,3,22.3,68.5,0
2,8.556,1,1,19.6,60.7,0
1,4.372,2,2,27.2,55.2,0
3,9.872,1,1,17.1,49.7,0
1,6.832,3,3,31.7,47.8,0
3,7.428,3,3,26.9,68.2,0
2,8.745,2,3,20.6,70.5,0
1,7.134,1,3,31,52.6,0
2,4.813,1,1,30,71.8,0
1,5.334,3,2,17.6,57.7,0
3,6.698,3,3,21.5,69.6,0
2,5.163,3,3,31.5,50.8,0
1,4.776,2,3,24.8,70.7,0
3,6.658,1,3,27.8,54.6,0
2,5.451,3,3,31.3,46.1,0
3,7.392,1,3,31.1,68.6,0
1,8.263,1,3,30.6,47.5,0
3,7.528,2,3,22,70.4,0
2,8.721,3,3,24.1,55.6,0
1,5.813,1,3,26,60.2,0
3,9.263,2,3,22.4,69.2,0
1,4.934,1,3,24.5,61.7,0
