Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
1,4.44426791040454,3,2,25.9845332941224,69.5789521862924,1
2,8.37763707002838,1,1,19.9546197900231,35.8533508213803,1
3,4.71756547562981,1,1,17.3214528101383,35.0561338061395,1
3,8.62580307972737,3,1,29.0731571876005,71.0930029645178,1
2,6.96277357818634,2,3,24.4834765817465,65.3121113578248,1
1,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
1,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
2,5.90802084983118,2,3,22.7220527560155,48.7435289761852,1
1,9.16438349953806,3,3,17.0155600275485,30.6077237344908,1
1,6.50446601889267,3,2,28.6601354683271,74.5571556849036,1
3,5.70904296626481,3,3,18.5487908755945,44.0481594796115,1
3,4.2213216841272,1,2,30.0122950328172,77.5205742038279,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
1,5.43737134400183,2,2,21.8160708050604,53.1849202469991,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
2,5.11911106239913,3,2,21.3862727518083,60.6707597967895,1
2,8,3,2,25,60,1
1,6,1,3,22,55,1
3,6.812,2,2,26.5,65.2,1
1,5.229,1,2,24.7,52.1,1
3,6.134,3,3,27.4,70.3,1
2,7.019,3,2,22.5,55.4,1
1,4.546,3,1,29.1,71.2,1
1,7.456,1,3,24.6,55.9,1
3,5.667,2,2,30.3,73.6,1
2,4.753,3,1,18.7,47.4,1
3,6.127,3,3,25.7,70.9,1
1,4.918,1,1,24.3,54.9,1
1,6.762,3,2,22.9,46.5,1
2,9.104,1,1,28.2,62.1,1
1,8.019,2,2,27.3,55.3,1
3,8.991,1,2,27.9,57.2,1
1,9.043,2,2,26.4,70.1,1
2,5.124,3,2,27.1,62.3,1
3,6.341,2,2,30.9,69.1,1
1,7.289,1,1,28.6,60.9,1
3,8.846,2,2,27.7,56.8,1
1,6.127,1,2,22.1,55.7,1
2,8.273,3,2,27.9,69.5,1
0,4.38135010171614,3,2,26.087081050228,52.0765250686689,1
1,8.2411440630857,1,3,18.4658864014169,46.4332272684958,0
2,8.62762208011567,1,3,20.0048579632919,67.618726471884,0
3,6.15079437126564,3,2,29.2919184540012,69.4809071397277,0
1,7.73978876096535,3,3,34.0973056132639,32.8779380008322,0
3,7.82534482813128,1,1,22.1194535730252,37.1495841026418,0
3,9.32327645545796,2,3,30.1569222092874,68.0755315858736,0
2,6.5652461101513,2,1,24.8323175023366,34.2418857042596,0
1,5.88613588645796,3,2,27.3170019610443,77.3624288691929,0
1,8.53330683125829,2,1,25.0627251716018,68.8573457963718,0
2,4.46187945897276,1,1,28.1738726323789,51.2111004623488,0
3,7.2360534514939,2,1,24.1650578098303,67.3022439632712,0
3,9.37654779954096,2,3,33.8292961755305,78.1086274237271,0
2,5.36761097525165,1,1,33.1070128391213,73.429956409473,0
3,6.56264673175754,3,1,18.9158226957859,41.1797919259726,0
1,8.90808859553496,3,3,16.3872260175033,78.1611269720306,0
1,7.06448381546539,2,3,16.8888592151186,32.1579955975288,0
2,4.7191922040021,1,3,21.3795126058752,79.648239805965,0
3,5.93921759212453,1,1,31.2893696517787,78.4651267809549,0
3,7.01607413937317,1,2,34.8101028400135,52.7828376392856,0
3,6.93671656166538,1,3,32.1682550368602,59.1828055925436,0
2,5.452331629069,3,3,30.0174213558299,78.7197403833083,0
3,8.03281328443527,3,2,30.0908574816936,79.3105372239801,0
3,8.36929809167116,3,1,25.1050474489571,45.4763808143164,0
2,7.21464810444855,2,3,22.7840335746833,75.5463592246921,0
2,9.01181497353543,2,3,33.1076395283853,77.4899956645962,0
2,5.92468038983042,1,1,16.8257335357227,66.285975419418,0
1,4.24465084932858,3,1,34.0012393410161,50.9121518145309,0
2,7.54535765912945,3,2,34.0121429387511,76.6364241677007,0
2,8.06538617105369,3,1,26.4687577624657,73.3031944750204,0
3,5,2,1,20,70,0
1,7,3,2,30,50,0
2,7.445,3,1,18.3,48.7,0
2,8.318,2,3,20.1,62.5,0
1,4.789,1,1,31.6,68.9,0
3,5.932,2,1,17.8,46.2,0
2,6.356,3,3,30.8,63.7,0
3,9.128,2,2,15.7,40.6,0
2,7.627,1,2,23.9,69.8,0
1,5.689,2,1,20.8,57.5,0
2,8.902,3,1,15.2,43.7,0
3,7.318,2,3,22.3,68.5,0
1,4.372,2,2,27.2,55.2,0
3,9.872,1,1,17.1,49.7,0
2,4.649,2,3,28.5,55.1,0
3,7.428,3,3,26.9,68.2,0
2,8.745,2,3,20.6,70.5,0
3,8.317,2,3,27.5,60.3,0
2,4.813,1,1,30,71.8,0
1,5.334,3,2,17.6,57.7,0
3,6.698,3,3,21.5,69.6,0
2,5.163,3,3,31.5,50.8,0
1,4.776,2,3,24.8,70.7,0
3,6.658,1,3,27.8,54.6,0
1,5.813,1,3,26,60.2,0
3,9.263,2,3,22.4,69.2,0
2,6.817,3,3,26.3,61.1,0
1,8.012,1,3,20.9,55.8,0
3,6.456,2,3,24.9,70.8,0
2,4.671,3,3,18.4,61.5,0
2,5.652,3,3,28,70.2,0
1,4.934,1,3,24.5,61.7,0
3,6.732,2,3,21.7,56.9,0
1,9.121,1,3,26.1,61.9,0
1,7.80117826456537,3,3,32.910464569924,38.1308469672446,0
1,4.66031154716606,2,3,34.2238112764783,44.285604314093,0
1,8.721,3,3,24.1,55.6,0
