Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
2,4.38135010171614,3,2,26.087081050228,52.0765250686689,1
3,5.95109993216048,2,3,23.3920012485558,47.5457506276039,1
2,8.37763707002838,1,1,19.9546197900231,35.8533508213803,1
2,6.96277357818634,2,3,24.4834765817465,65.3121113578248,1
1,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
1,4.18857511412041,1,2,23.6770329847595,48.5321073533445,1
1,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
1,5.37278899294973,3,3,32.1297968237664,57.9202124867902,1
1,9.57818591405544,2,2,27.8483855641263,54.631255214543,1
1,8.8487222773865,1,2,15.5302262108324,30.567682238371,1
3,5.11942035331622,3,2,22.7633985241304,35.8763123388552,1
2,5.90802084983118,2,3,22.7220527560155,48.7435289761852,1
3,5.33264686282438,1,1,16.4237729692046,56.385055454315,1
3,7.1127437304602,1,1,20.637095495468,56.1548922085074,1
3,6.18177761427576,1,1,28.934743307283,64.7874344492309,1
2,9.77468376965267,2,1,32.5494402705411,61.3779040042032,1
3,6.98349103535431,2,3,31.069618607697,75.0579005245494,1
3,5.80526985890062,2,1,20.6406914514261,32.2723190170729,1
3,4.2213216841272,1,2,30.0122950328172,77.5205742038279,1
1,4.30887250749994,1,2,23.2523535382285,61.0066298900768,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
2,7.79383498356148,2,2,21.4009920206122,64.236558627694,1
2,5.11911106239913,3,2,21.3862727518083,60.6707597967895,1
1,5.229,1,2,24.7,52.1,1
1,8.442,1,3,19.3,54.1,1
1,7.456,1,3,24.6,55.9,1
3,5.667,2,2,30.3,73.6,1
1,5.589,3,2,31.9,52.3,1
3,6.127,3,3,25.7,70.9,1
3,8.512,1,1,21.4,69.3,1
2,5.612,2,2,19.2,61.6,1
3,6.217,3,2,28.9,56.7,1
2,8.239,3,2,30.7,68.3,1
1,7.093,2,1,20.4,70,1
3,8.991,1,2,27.9,57.2,1
2,5.124,3,2,27.1,62.3,1
1,4.932,1,1,31.4,54,1
1,7.289,1,1,28.6,60.9,1
2,7.321,3,1,20.3,47.3,1
1,6.127,1,2,22.1,55.7,1
3,7.528,2,1,30.5,60.1,1
