Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
1,9.17862055525356,2,2,20.5986779389189,54.7210152351291,1
2,4.38135010171614,3,2,26.087081050228,52.0765250686689,1
2,8.37763707002838,1,1,19.9546197900231,35.8533508213803,1
3,6.8332895509717,2,1,15.2878697725951,60.9109031658131,1
3,4.71756547562981,1,1,17.3214528101383,35.0561338061395,1
3,8.62580307972737,3,1,29.0731571876005,71.0930029645178,1
1,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
1,4.18857511412041,1,2,23.6770329847595,48.5321073533445,1
1,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
1,9.57818591405544,2,2,27.8483855641263,54.631255214543,1
1,8.8487222773865,1,2,15.5302262108324,30.567682238371,1
2,7.80042253906254,2,1,26.7155116254693,53.4330320997063,1
2,9.35535399093987,3,2,27.8657643688471,62.4605151058032,1
1,9.16438349953806,3,3,17.0155600275485,30.6077237344908,1
3,5.33264686282438,1,1,16.4237729692046,56.385055454315,1
3,7.1127437304602,1,1,20.637095495468,56.1548922085074,1
3,8.21811375337107,2,1,17.3632965524331,61.4699319067631,1
3,6.18177761427576,1,1,28.934743307283,64.7874344492309,1
2,9.77468376965267,2,1,32.5494402705411,61.3779040042032,1
3,4.2213216841272,1,2,30.0122950328172,77.5205742038279,1
1,5.43737134400183,2,2,21.8160708050604,53.1849202469991,1
2,5.4258252639544,1,1,33.0510581335913,56.804818317206,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
2,7.79383498356148,2,2,21.4009920206122,64.236558627694,1
2,5.11911106239913,3,2,21.3862727518083,60.6707597967895,1
1,6,1,3,22,55,1
3,6.812,2,2,26.5,65.2,1
1,5.229,1,2,24.7,52.1,1
3,6.134,3,3,27.4,70.3,1
1,8.442,1,3,19.3,54.1,1
1,4.546,3,1,29.1,71.2,1
3,5.667,2,2,30.3,73.6,1
1,5.589,3,2,31.9,52.3,1
3,6.127,3,3,25.7,70.9,1
1,5.477,3,2,22.8,71.5,1
3,8.512,1,1,21.4,69.3,1
2,5.612,2,2,19.2,61.6,1
3,6.217,3,2,28.9,56.7,1
1,6.762,3,2,22.9,46.5,1
3,7.856,2,3,26.2,48.1,1
3,7.512,1,1,19,61.2,1
2,8.239,3,2,30.7,68.3,1
2,4.917,3,1,28.7,54.5,1
1,9.043,2,2,26.4,70.1,1
2,7.491,3,1,28.4,54.3,1
1,7.289,1,1,28.6,60.9,1
2,7.321,3,1,20.3,47.3,1
2,8.273,3,2,27.9,69.5,1
3,9.37654779954096,2,3,33.8292961755305,78.1086274237271,1
3,7.2360534514939,2,1,24.1650578098303,67.3022439632712,1
3,9.32327645545796,2,3,30.1569222092874,68.0755315858736,1
3,7.82534482813128,1,1,22.1194535730252,37.1495841026418,1
3,6.732,2,3,21.7,56.9,1
2,7.21464810444855,2,3,22.7840335746833,75.5463592246921,1
2,6.5652461101513,2,1,24.8323175023366,34.2418857042596,1
3,6.658,1,3,27.8,54.6,1
3,7.318,2,3,22.3,68.5,1
3,7.528,2,3,22,70.4,1
1,5.37278899294973,3,3,32.1297968237664,57.9202124867902,0
3,5.80526985890062,2,1,20.6406914514261,32.2723190170729,0
2,7.245,3,3,30.4,63.4,0
3,7.528,2,1,30.5,60.1,0
3,5.95109993216048,2,3,23.3920012485558,47.5457506276039,0
2,7.019,3,2,22.5,55.4,0
2,4.03313270274161,2,2,28.919484121874,52.422276098916,0
1,4.44426791040454,3,2,25.9845332941224,69.5789521862924,0
1,7.456,1,3,24.6,55.9,0
2,4.753,3,1,18.7,47.4,0
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,0
3,6.98349103535431,2,3,31.069618607697,75.0579005245494,0
1,8.2411440630857,1,3,18.4658864014169,46.4332272684958,0
2,8.62762208011567,1,3,20.0048579632919,67.618726471884,0
1,5.9853881491159,1,1,29.7579383339154,57.4764441161868,0
2,8.27946872333797,1,3,15.9200528404351,34.2053403057499,0
2,7.13639697629196,3,3,16.95668321302,34.067439032095,0
1,5.88613588645796,3,2,27.3170019610443,77.3624288691929,0
3,7.05142414698822,3,3,27.7018730173529,79.3000531911435,0
2,4.46187945897276,1,1,28.1738726323789,51.2111004623488,0
3,8.84464093098438,2,1,25.9123357863187,59.168438254858,0
2,5.36761097525165,1,1,33.1070128391213,73.429956409473,0
1,7.06448381546539,2,3,16.8888592151186,32.1579955975288,0
3,7.65738600387938,2,2,31.1366947853453,74.5131891945458,0
3,8.03281328443527,3,2,30.0908574816936,79.3105372239801,0
2,9.01181497353543,2,3,33.1076395283853,77.4899956645962,0
2,7.54535765912945,3,2,34.0121429387511,76.6364241677007,0
1,7,3,2,30,50,0
2,7.445,3,1,18.3,48.7,0
1,4.789,1,1,31.6,68.9,0
3,5.932,2,1,17.8,46.2,0
2,6.356,3,3,30.8,63.7,0
2,7.627,1,2,23.9,69.8,0
1,5.689,2,1,20.8,57.5,0
3,6.917,3,2,18.9,67.1,0
2,8.902,3,1,15.2,43.7,0
1,9.121,1,3,26.1,61.9,0
2,8.556,1,1,19.6,60.7,0
