Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
2,4.03313270274161,2,2,28.919484121874,52.422276098916,1
1,4.44426791040454,3,2,25.9845332941224,69.5789521862924,1
1,4.69521435715078,1,3,28.2039475343546,34.5603051524345,1
1,9.17862055525356,2,2,20.5986779389189,54.7210152351291,1
3,5.95109993216048,2,3,23.3920012485558,47.5457506276039,1
3,4.71756547562981,1,1,17.3214528101383,35.0561338061395,1
3,8.62580307972737,3,1,29.0731571876005,71.0930029645178,1
1,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
1,4.18857511412041,1,2,23.6770329847595,48.5321073533445,1
1,5.73850871748261,3,3,18.2586885416286,75.3177192547368,1
2,4.96732772352403,2,1,16.4113749480086,35.5598741153076,1
1,9.57818591405544,2,2,27.8483855641263,54.631255214543,1
1,8.8487222773865,1,2,15.5302262108324,30.567682238371,1
1,8.82203246139469,1,2,26.5094835575176,35.9408958134036,1
3,5.11942035331622,3,2,22.7633985241304,35.8763123388552,1
2,9.35535399093987,3,2,27.8657643688471,62.4605151058032,1
2,5.90802084983118,2,3,22.7220527560155,48.7435289761852,1
1,9.16438349953806,3,3,17.0155600275485,30.6077237344908,1
1,6.50446601889267,3,2,28.6601354683271,74.5571556849036,1
3,8.21811375337107,2,1,17.3632965524331,61.4699319067631,1
1,4.30887250749994,1,2,23.2523535382285,61.0066298900768,1
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,1
2,9.9139027246636,3,3,23.5798805475004,33.8867318482492,1
2,6.20669879631552,3,3,31.5291493221548,70.6897509853474,1
2,7.79383498356148,2,2,21.4009920206122,64.236558627694,1
1,4.54173862032645,3,1,15.216753029606,71.1268621461585,1
1,5.229,1,2,24.7,52.1,1
3,6.134,3,3,27.4,70.3,1
1,8.442,1,3,19.3,54.1,1
1,4.546,3,1,29.1,71.2,1
3,8.443,3,3,27.6,49.3,1
1,7.456,1,3,24.6,55.9,1
1,5.589,3,2,31.9,52.3,1
3,6.127,3,3,25.7,70.9,1
2,7.245,3,3,30.4,63.4,1
1,5.477,3,2,22.8,71.5,1
2,5.612,2,2,19.2,61.6,1
1,4.918,1,1,24.3,54.9,1
3,6.217,3,2,28.9,56.7,1
2,5.489,3,1,18.1,69.4,1
1,6.762,3,2,22.9,46.5,1
3,7.856,2,3,26.2,48.1,1
2,9.104,1,1,28.2,62.1,1
1,8.019,2,2,27.3,55.3,1
3,7.512,1,1,19,61.2,1
2,8.239,3,2,30.7,68.3,1
1,7.093,2,1,20.4,70,1
3,8.991,1,2,27.9,57.2,1
2,4.917,3,1,28.7,54.5,1
3,6.917,2,1,18.6,61.4,1
2,5.124,3,2,27.1,62.3,1
1,4.932,1,1,31.4,54,1
3,6.341,2,2,30.9,69.1,1
1,4.568,1,2,30.1,48,1
3,8.846,2,2,27.7,56.8,1
2,7.321,3,1,20.3,47.3,1
1,6.127,1,2,22.1,55.7,1
0,4.86936923254734,3,1,33.6151465120713,47.6676114013026,1
0,8.56471029170138,2,1,15.8145760463794,65.048456572956,1
0,4.38135010171614,3,2,26.087081050228,52.0765250686689,1
0,7.491,3,1,28.4,54.3,1
0,5.86589393029397,3,1,27.234414924687,74.385209137915,1
0,5.70904296626481,3,3,18.5487908755945,44.0481594796115,1
0,7.528,2,1,30.5,60.1,1
0,5.43737134400183,2,2,21.8160708050604,53.1849202469991,1
0,5.49575337489325,1,3,22.4922522925294,48.8129792765458,1
0,6.8332895509717,2,1,15.2878697725951,60.9109031658131,1
